scenario,inform,regist,rejected_reg,particip,reject_particip,mean_perc_inc,mean_perc_inc_ptcp,mean_perc_inc_reg,mean_exp_inc,rel_perc_inc,rel_perc_inc_reg,rel_perc_inc_ptcp,std_perc_inc,std_exp_inc,std_perc_inc_reg,std_perc_inc_ptcp,res_wage_inf,res_wage_reg,res_wage_ptcp,new_regist,deregist,driver_surplus,mean_rev,mean_op_costs,ivt_costs,dh_costs,mean_dh_dist,mean_dh_time,drive_time,not_idle_time,share_idle_time,comm-rate,fare
0.35_2.25,2500.0,107.66666666666667,0.0,48.46666666666667,0.0,63.095020197779355,64.24997376156534,63.63449075794833,62.6162279828166,0.4725363880257303,1.04856305935024,1.723372560766799,4.167915886766958,24.51668295453446,6.945429628305022,8.271178458224362,200.89932294425918,131.73746283836994,40.16572070286957,4.733333333333333,6.0,-1082.4839179649744,78.04230627541706,15.426078292600458,11.76726939345331,3.65880889914715,14.6352355965886,1463.52355965886,4706.907757381324,6170.431317040184,0.7857489126027715,35,2.25
0.35_2.5,2500.0,94.06666666666668,0.0,36.6,0.0,58.54242197190683,60.62731127883391,59.1632135398452,56.16443129712396,0.44307536016481947,0.9504779156351012,1.6986276648152376,4.302346826695984,22.856013898517315,7.675741831328151,8.3467766843547,199.4086270367941,132.2571901712801,39.694908986926976,5.6000000000000005,5.599999999999999,-1296.9182447107885,68.89145542718404,12.7270241300601,9.42072979340318,3.3062943366569186,13.225177346627675,1322.5177346627677,3768.291917361272,5090.80965202404,0.8232357759713875,35,2.5
0.3_0.5,2500.0,69.0,0.0,9.266666666666666,0.0,46.40062085609649,46.49770003253362,46.55140869154559,46.718264122405365,0.34768818079178737,0.5292503796801016,1.825355859342572,0.7807125007524883,4.133058950194319,1.050311314866578,1.4304036055624874,200.49374349095186,183.45330319215,28.419327237199933,5.266666666666667,4.666666666666667,-1217.7235755256083,124.03543110220797,77.31716697980262,58.229011379476994,19.08815560032562,76.35262240130248,7635.26224013025,23291.604551790806,30926.866791921053,-0.07384954138614762,30,0.5
0.3_0.75,2500.0,122.26666666666667,0.0,59.333333333333336,0.0,68.49881449586401,68.51363825924147,67.86107192133385,69.94020786159786,0.5199412640709348,1.1598974550822607,1.8682895358803766,1.139641089265939,6.3934716738058315,2.1504333275974528,2.089736847881116,201.50756437741794,125.81009730212251,40.06648293325953,5.733333333333333,6.133333333333333,-679.7459631646562,145.54651381882616,75.60630595722829,51.32770032316995,24.27860563405835,97.1144225362334,9711.442253623341,20531.080129267975,30242.52238289132,-0.05008758273928185,30,0.75
0.3_1.0,2500.0,177.0666666666667,0.0,116.33333333333333,0.0,77.62875991506537,77.83655109765742,77.2734197419043,77.70810221462115,0.5876312858959308,1.4068569696586828,1.8619294277835197,2.2174586170220723,11.537748535872424,4.322951573784203,4.565310133941144,199.25022985655627,106.25336513260011,45.506289413467414,7.266666666666667,6.933333333333334,197.00516020421637,127.46528901156266,49.75718679694148,36.06571148893024,13.691475308011247,54.76590123204499,5476.5901232045,14426.284595572093,19902.874718776588,0.3089279611535905,30,1.0
0.3_1.25,2500.0,178.6,0.0,121.53333333333335,0.0,77.76091983762284,78.45557120939422,77.96663046212294,77.43652780756108,0.5878663580277207,1.4228458962148711,1.8085837123346444,3.4378877529574177,18.873666975160738,6.195780690604881,6.5677468342684735,199.8379162028488,93.64530591149395,47.218914594922374,7.466666666666666,6.0,92.66407928288648,111.3767749650432,33.940247157482126,26.179596840714463,7.760650316767662,31.042601267070648,3104.260126707064,10471.838736285785,13576.098862992852,0.5286076783683038,30,1.25
0.3_1.5,2500.0,158.79999999999998,0.0,101.73333333333335,0.0,77.64215827136518,78.5353050977614,77.73923964543063,77.53987446424998,0.579651392204949,1.3667030556777429,1.7793768717931542,4.2626731020049125,23.495030928972767,7.187000974709615,7.5999167240349115,198.9882758664622,95.45431306251739,47.73859328566363,6.466666666666666,8.4,-157.19022733720217,104.53555707340392,26.99568260915395,20.985397635060526,6.010284974093423,24.041139896373693,2404.1139896373693,8394.15905402421,10798.27304366158,0.6250599637617507,30,1.5
0.3_1.75,2500.0,141.73333333333335,0.0,82.8,0.0,73.58912431373308,74.96669295695763,73.20318646116259,73.76313191253723,0.5525968955915649,1.294084148577636,1.8089293420448491,4.822303147234272,25.487506755144295,9.270373219415456,9.742234454561244,199.6087600686184,110.28023620936214,44.76559232665968,6.6000000000000005,6.733333333333334,-445.49749067484464,95.10917720141576,21.346045288878543,16.665324649633792,4.680720639244746,18.722882556978984,1872.288255697899,6666.129859853517,8538.418115551416,0.7035271487655758,30,1.75
0.3_2.0,2500.0,127.26666666666665,0.0,68.13333333333334,0.0,68.18907856392853,69.78227819170552,68.29142198930161,67.84693800056651,0.5217906173711556,1.2698128412728773,1.893656121288042,4.814776765826668,26.099059682396756,8.068360610701108,8.859673001147513,198.59074455409367,107.14641514378968,40.00813368889448,7.133333333333333,6.0,-660.4861552409812,84.88887820995497,17.04194020938846,13.194934661290127,3.847005548098336,15.388022192393343,1538.8022192393344,5277.9738645160505,6816.776083755384,0.7633063859807158,30,2.0
0.3_2.25,2500.0,111.8,0.0,53.6,0.0,65.10244219489361,66.59809894329487,65.56686575660198,64.54877597356027,0.4874384699813159,1.0974552730201637,1.748498139139941,4.558253122480628,26.74289892368421,7.746574473567146,9.049457770434572,200.89932294425918,128.56620550312337,41.026314183406605,5.2,6.066666666666667,-992.2537121545266,78.8468862387963,14.298110265236035,11.038736024787232,3.259374240448805,13.03749696179522,1303.749696179522,4415.494409914893,5719.244106094415,0.801415135205055,30,2.25
0.3_2.5,2500.0,96.86666666666667,0.0,38.333333333333336,0.0,59.992094438973766,61.66190422089167,60.4662996490151,61.43087325765293,0.4538459854292222,0.991787231262066,1.7564011213333623,4.736840271812386,25.984903113846126,8.413652037075517,9.459928946863423,199.4086270367941,129.6307613198579,38.52470506570943,5.533333333333334,6.2,-1074.9521726573555,74.16249732232457,12.73162406467165,9.416636173329147,3.3149878913425006,13.259951565370002,1325.9951565370004,3766.654469331659,5092.649625868659,0.8231718879906715,30,2.5
0.45_0.5,2500.0,67.73333333333333,0.0,0.26666666666666666,0.0,20.858149504681347,20.53050046741318,20.47574928169978,20.764062500000005,0.1562723023589728,0.1575625431385503,0.6315391166488,0.31317548266420675,,0.7851025202464473,,200.49374349095186,189.7818361259667,33.64501993768379,4.8,5.0,-1358.101588650049,98.53641875,77.77235625,57.3285625,20.443793749999998,81.77517499999999,8177.5175,22931.425,31108.942499999997,-0.08017161458333327,45,0.5
0.45_0.75,2500.0,61.26666666666667,0.0,7.933333333333334,0.0,45.50578227716613,45.72360274399585,45.678128396258785,45.2752247610029,0.3453772635741661,0.5158005048668389,1.7024423801546458,0.8693606030280349,4.983768871566127,1.1979681026044817,1.7385290726700948,201.50756437741794,176.54137395971577,31.715963721979048,5.333333333333333,4.133333333333333,-1121.0605532844872,122.39941826884922,77.12419350784636,53.95973521825397,23.16445828959237,92.65783315836948,9265.783315836947,21583.894087301585,30849.677403138532,-0.0711693542756436,45,0.75
0.45_1.0,2500.0,92.0,0.0,29.399999999999995,0.0,58.86705249200302,58.584229961162514,57.2271871360451,58.548061070092444,0.44584841673892406,0.8722732715656609,1.871376251843236,1.2851448568223354,5.985271022792188,2.963675571298419,2.280160063810308,199.25022985655627,160.37268147436,33.68146763563754,6.666666666666667,5.933333333333334,-1123.0481370289347,134.02139723413225,75.47333616403982,47.57947234857733,27.8938638154625,111.57545526185,11157.545526184998,19031.78893943093,30189.334465615928,-0.04824078005610874,45,1.0
0.45_1.25,2500.0,106.0,0.0,51.199999999999996,0.0,66.04299206424052,66.13668788786951,65.53762604430602,66.79412956860232,0.4994576137531219,1.1630442616591432,1.8734700906161788,1.4797688324349032,8.325903793673705,2.5941199379939075,2.91947806646661,199.8379162028488,120.73118618850425,38.238307542356544,6.533333333333334,4.466666666666667,-670.0301165736738,125.31880300008486,58.52467343148254,37.327480727041475,21.197192704441076,84.7887708177643,8478.87708177643,14930.992290816588,23409.86937259302,0.1871573134516313,45,1.25
0.45_1.5,2500.0,114.86666666666667,0.0,61.20000000000001,0.0,67.51820207623717,68.00928633394345,67.72122612926451,68.9058509052669,0.5042363992470391,1.1705681878452907,1.7400435886576717,2.5980479142651194,14.330453006148844,4.347406356049257,4.837506591008759,198.9882758664622,110.58512138216851,42.23314680852363,5.2,6.933333333333334,-682.3108192156006,107.8712771280052,38.9654262227383,27.522774215462988,11.442652007275314,45.770608029101254,4577.060802910125,11009.109686185198,15586.170489095319,0.4588135246841903,45,1.5
0.45_1.75,2500.0,106.73333333333333,0.0,51.93333333333334,0.0,68.9359057003817,69.34659951012101,67.81313133157835,67.76641216296152,0.5178938335094466,1.1631944189299417,1.8831877654870153,3.2264043440296475,17.50879472739175,6.305345474656025,6.576996247910627,199.6087600686184,129.25307646645663,39.72234928749321,6.3999999999999995,6.2,-697.3057209100971,98.50851129211729,30.742099129155765,21.969949676288064,8.772149452867707,35.08859781147083,3508.8597811470827,8787.979870515223,12296.839651662309,0.5730264009839477,45,1.75
0.45_2.0,2500.0,104.2,0.0,45.333333333333336,0.0,61.59795511255469,62.76329703711468,61.841847453206434,62.94154509001709,0.47125072690136055,1.087427686097304,1.8334947421730672,3.4947373447353964,18.4997431417101,5.670486751965285,6.920760419514589,198.59074455409367,120.75605976859265,36.89830220784422,6.266666666666667,6.2,-915.4599876583592,86.43658368780329,23.495038597786195,17.094241149026228,6.400797448759967,25.603189795039867,2560.318979503987,6837.696459610491,9398.015439114479,0.6736800194751917,45,2.0
0.45_2.25,2500.0,93.26666666666667,0.0,35.53333333333333,0.0,59.43595131209398,60.41845783420024,59.30961265806189,59.09769732392139,0.4453815076046223,0.9406769340416054,1.7490818130372408,3.7256915828706205,23.34859466173469,5.982107875712969,7.156152367373374,200.89932294425918,144.48560873431973,37.11110025137038,4.933333333333334,5.599999999999999,-1095.911288861182,78.67584546203773,19.57814813811635,14.014509002138366,5.5636391359779855,22.254556543911942,2225.4556543911945,5605.803600855346,7831.25925524654,0.7280812758594951,45,2.25
0.45_2.5,2500.0,84.93333333333334,0.0,27.400000000000002,0.0,54.442902613198896,56.104629329867606,55.620406178223966,51.698006851056384,0.4121328001791497,0.8469978658259384,1.6909251765759066,3.7471462522551398,19.60810259536503,6.7635061683552715,7.502915573970694,199.4086270367941,142.2741219187313,37.191481122086934,5.0,5.2,-1313.3057497266939,66.94976760403746,15.25176075298108,10.815268432291136,4.4364923206899425,17.74596928275977,1774.5969282759772,4326.1073729164555,6100.704301192432,0.7881699895419295,45,2.5
0.4_0.5,2500.0,51.73333333333334,0.0,0.20000000000000004,0.0,28.7147979981152,28.807024589379246,28.434919604030473,28.99537499999999,0.2152087103476028,0.19303527847845806,0.8722693020802723,0.32789927867484087,,0.7765878901457706,,200.49374349095186,212.9074032872671,33.322870875887524,4.066666666666667,4.4,-1035.4244738609407,106.66874999999999,77.673375,59.078125,18.595249999999993,74.38099999999997,7438.099999999997,23631.25,31069.35,-0.07879687499999988,40,0.5
0.4_0.75,2500.0,76.13333333333334,0.0,20.666666666666668,0.0,55.481413103511294,55.44680676081314,55.05738520321287,56.44154256812994,0.4211601259288498,0.7972722715656863,1.8890169796699325,0.9530913267831348,4.871018993547401,2.025260475566918,1.7909980045565617,201.50756437741794,166.72172512193404,32.71154478445971,4.333333333333333,4.533333333333334,-1048.5023899514574,133.3486591735739,76.90711660544399,54.199576376457145,22.707540228986833,90.83016091594733,9083.016091594736,21679.83055058286,30762.846642177592,-0.06815439729783315,40,0.75
0.4_1.0,2500.0,114.13333333333333,0.0,51.4,0.0,65.12412003516063,64.95780545329713,64.1938412675158,65.38602744552189,0.49299532099343263,1.099994209892886,1.864677242790097,1.2812207939850753,6.826310212286084,2.3484122048490965,2.4320475916792623,199.25022985655627,137.00140637249243,37.7962172773183,6.466666666666666,6.0,-875.2250127747508,136.72402373088008,71.33799628535819,44.7998555087082,26.538140776649993,106.15256310659997,10615.256310659996,17919.94220348328,28535.198514143278,0.009194496036691853,40,1.0
0.4_1.25,2500.0,136.20000000000002,0.0,81.2,0.0,71.86913434498585,72.08582998891131,71.71359394268883,71.73515450242034,0.5434518457787143,1.315768030971845,1.842249240855528,2.194825525012094,12.441649933643788,3.7947323896213168,4.245662508823014,199.8379162028488,105.0498738607878,42.60536537954855,6.733333333333334,5.0,-365.024369858232,116.58866161804025,44.85350711561991,31.938533856884362,12.91497325873555,51.6598930349422,5165.989303494219,12775.413542753742,17941.402846247965,0.37703462339416793,40,1.25
0.4_1.5,2500.0,133.46666666666667,0.0,78.8,0.0,71.66208106903127,72.24459235564599,71.94897030922876,70.66073964119774,0.5351212233226471,1.2627142777230296,1.748904029057557,3.162003436385835,18.524182168241484,5.188279204659845,5.816881021283314,198.9882758664622,102.36318968606624,44.47717517307103,6.0,7.333333333333333,-614.4023798511575,102.9484866239539,32.287746982756154,24.096682530037118,8.191064452719042,32.76425781087617,3276.4257810876165,9638.673012014848,12915.098793102465,0.5515590696839422,40,1.5
0.4_1.75,2500.0,120.39999999999999,0.0,63.6,0.0,69.3993439308388,70.19513666318883,68.8176786814666,69.78135110344324,0.5212554319625542,1.2040045990005188,1.8181569266060198,3.8893437488039404,20.811456186482065,7.314730467200754,7.728466763907406,199.6087600686184,120.02268333824283,41.556099334334796,5.933333333333334,6.666666666666667,-623.1456049541888,96.36638365260474,26.585032549161483,19.710217713797725,6.874814835363755,27.49925934145502,2749.9259341455017,7884.087085519091,10634.013019664591,0.6307634368172017,40,1.75
0.4_2.0,2500.0,112.06666666666668,0.0,53.800000000000004,0.0,63.85956778561464,65.11574106033191,64.09187921644984,64.40791524106542,0.48858893408751514,1.154214530733695,1.8430186571469145,4.002193759008499,21.692521045278273,6.16577562913027,7.32515332359034,198.59074455409367,115.33164178833938,38.05100836598302,6.266666666666667,6.2,-834.9131841523209,85.08761179379803,20.679696552732604,15.42869519828344,5.251001354449167,21.00400541779667,2100.400541779667,6171.478079313376,8271.878621093043,0.7127819923231583,40,2.0
0.4_2.25,2500.0,100.80000000000001,0.0,40.93333333333334,0.0,62.32461855867711,63.86551548432351,62.141627558787924,62.82652104177163,0.4668421025702276,1.0076249954064391,1.7618994456815533,4.046866946090191,23.558995366228697,6.442427219945281,7.559224229722098,200.89932294425918,137.5409828650899,39.183692584881804,5.266666666666667,5.666666666666667,-1056.611368489602,80.65976431052566,17.833243268754032,13.173365080667926,4.659878188086108,18.639512752344434,1863.9512752344435,5269.346032267171,7133.297307501613,0.7523160657117497,40,2.25
0.4_2.5,2500.0,87.46666666666665,0.0,31.066666666666663,0.0,57.71717114825159,58.93273205512236,58.23552601498269,55.64519939263979,0.4370679692777902,0.9360546337296866,1.7931944107395867,3.971976016847567,21.827099829011036,6.859964987944031,7.916216436032495,199.4086270367941,138.2593153054711,36.649084732298725,5.266666666666667,5.266666666666667,-1175.4146462848407,70.08139319566921,14.43619380302942,10.383082175887532,4.053111627141888,16.212446508567552,1621.2446508567555,4153.232870355013,5774.477521211767,0.799497308291258,40,2.5
0.55_0.5,2500.0,61.06666666666666,0.0,0.0,0.0,2.757763721875563,,3.048106483286898,,0.0196355836244676,0.022704570603726007,,2.563382181587314,,1.0649010012829445,,200.49374349095186,218.9649166861101,,5.2,4.6000000000000005,-1221.3333333333333,,,,,,,,,,55,0.5
0.55_0.75,2500.0,53.86666666666667,0.0,0.3333333333333333,0.0,22.80575749053426,23.427744674148954,22.956404360630614,23.949729166666657,0.1730895189012128,0.16099910349776733,0.6025026153913827,0.23975297168083612,,0.6696303839450155,,201.50756437741794,216.35981814723218,42.91848135777004,3.8000000000000003,3.4666666666666663,-1084.3681275927893,101.725846875,77.77611770833335,55.39414583333333,22.381971875000005,89.52788750000002,8952.788750000003,22157.658333333333,31110.447083333336,-0.08022385706018526,55,0.75
0.55_1.0,2500.0,53.53333333333333,0.0,2.466666666666667,0.0,37.968754862934254,37.182649106250416,37.998165157199516,38.747241666666646,0.28761133440906694,0.3270538795374864,1.4874189297401308,0.8960604489200295,4.867314375174235,1.3954185724327715,1.051447221308444,199.25022985655627,186.04044897018738,28.43240143408232,4.533333333333334,4.066666666666666,-1050.4906199792729,115.93393250000001,77.18669083333334,49.51815694444445,27.66853388888889,110.67413555555557,11067.413555555557,19807.262777777778,30874.676333333333,-0.07203737268518524,55,1.0
0.55_1.25,2500.0,67.33333333333333,0.0,7.266666666666667,0.0,46.440380963332295,46.400896865568676,46.291566848405076,45.8553292989418,0.35117611845550467,0.47477907607018627,1.750386377064278,1.0960505907594407,5.408925964694913,1.9575814313105362,1.7467512650406836,199.8379162028488,188.26821953224712,31.256457819299424,5.933333333333334,4.066666666666666,-1249.285117043033,122.09885084821424,76.24352154927247,43.73999720238095,32.50352434689151,130.01409738756604,13001.409738756605,17495.998880952382,30497.40861970899,-0.05893779929545087,55,1.25
0.55_1.5,2500.0,66.06666666666668,0.0,14.4,0.0,53.82770248828217,53.71010611885013,52.77133527876348,56.60902644966145,0.40188754064693705,0.6822124013559515,1.7533798388548256,1.2407295345989506,6.3339043942065985,2.365924137535421,2.527793227279366,198.9882758664622,159.50464231480507,34.663882330691465,4.066666666666667,5.733333333333333,-1016.5353473397681,127.22008464469353,70.61105819503207,39.318479508481715,31.29257868655036,125.17031474620144,12517.031474620142,15727.391803392688,28244.423278012833,0.01929085840233227,55,1.5
0.55_1.75,2500.0,72.99999999999999,0.0,23.133333333333336,0.0,54.927450189756335,55.05991646482665,54.80129057284436,54.69057342231914,0.41288539123733387,0.818738564758441,1.6879767571784026,1.6788443881476753,9.968389559779332,2.9339732797001585,3.113587695081837,199.6087600686184,146.87037547796322,35.21595902841879,4.333333333333333,5.466666666666666,-1044.3545945094622,98.94343645615282,44.252863033833684,26.831314169258594,17.42154886457509,69.68619545830036,6968.619545830039,10732.525667703438,17701.145213533473,0.3853769023078655,55,1.75
0.55_2.0,2500.0,82.33333333333333,0.0,24.866666666666664,0.0,56.70158415756379,56.955061855492694,55.61739048892957,57.304554473315996,0.43397921435720854,0.8435146708476046,1.812595228017636,2.2607867830058055,12.65844933961101,3.790657638374244,5.092192875888723,198.59074455409367,143.27840581047087,34.7655260952952,5.866666666666667,5.066666666666667,-1096.0056025748552,91.73756222644168,34.43300775312567,22.13392656324392,12.299081189881756,49.19632475952702,4919.632475952702,8853.570625297567,13773.20310125027,0.5217637812065878,55,2.0
0.55_2.25,2500.0,77.53333333333333,0.0,20.333333333333332,0.0,55.946646985281376,56.411940765002036,54.69006064700458,54.49210746054836,0.4191163641386926,0.7527916700602072,1.7398741323197982,2.706604898396634,15.35492148022288,4.4673953965301685,5.435049696385797,200.89932294425918,166.3566505917588,35.05195009095005,4.866666666666667,5.266666666666667,-1169.50483007781,82.28201790213568,27.789910441587313,17.897995365851564,9.891915075735755,39.56766030294302,3956.766030294302,7159.198146340624,11115.964176634925,0.6140290216446206,55,2.25
0.55_2.5,2500.0,70.60000000000001,0.0,15.133333333333333,0.0,49.15766995361154,50.10422239786368,50.48674106520311,51.754301786705504,0.37225955749761547,0.6663535760662189,1.7030033643988745,2.92708246496631,15.229453396093865,5.317795404972583,6.4849106632990585,199.4086270367941,162.70966109938306,33.76738016383879,4.8,5.0,-1152.565469952305,75.45593971978678,23.70163793308127,14.882088177016053,8.81954975606522,35.27819902426088,3527.819902426087,5952.835270806422,9480.655173232508,0.67081058426276,55,2.5
0.5_0.5,2500.0,58.93333333333334,0.0,0.13333333333333333,0.0,10.775888533997788,10.758226875102787,10.8149162354575,9.339999999999996,0.0805252533805665,0.08271792887421164,0.4185915764489847,0.6331556189285575,,0.4741683512479901,,200.49374349095186,197.09797125173043,25.923984930740414,3.9333333333333336,4.533333333333334,-1180.877864657432,87.80962500000001,78.46962500000001,58.559625,19.910000000000007,79.64000000000003,7964.000000000004,23423.85,31387.850000000002,-0.08985590277777786,50,0.5
0.5_0.75,2500.0,67.0,0.0,2.1333333333333333,0.0,34.74170701702577,34.903429000558326,35.011126304718495,34.245524305555556,0.2636926342358516,0.287201021350928,1.503615370363266,0.6727387287378056,3.4203905796013117,1.2562526667785858,0.6508134789154248,201.50756437741794,209.35017980614919,27.962115706579624,5.866666666666667,3.8666666666666667,-1331.1124687068511,111.46619479166668,77.22067048611112,53.938574305555555,23.282096180555556,93.12838472222222,9312.838472222224,21575.429722222223,30888.26819444445,-0.07250931230709882,50,0.75
0.5_1.0,2500.0,71.06666666666668,0.0,13.199999999999998,0.0,49.33479152839487,48.95192596269403,48.560489484051224,49.6093026356133,0.3734852452738468,0.6050108774458375,1.7433507062038416,1.0104064772368329,5.378638295799476,1.995027039333073,1.8935101288260239,199.25022985655627,173.71015809772064,30.635767970818886,5.6000000000000005,5.0,-1185.7102726073201,125.83130050697282,76.22199787135952,48.7420654991025,27.47993237225701,109.91972948902804,10991.972948902803,19496.826199641004,30488.799148543807,-0.058638859324437714,50,1.0
0.5_1.25,2500.0,75.93333333333334,0.0,24.133333333333336,0.0,56.49239232927423,56.598883696767096,56.097184273767596,58.64547891945094,0.42719228406019466,0.8660763079554664,1.8394646428027357,1.1655478936744994,6.702852049605802,1.9952355841734208,2.4114843713667886,199.8379162028488,143.42407881106394,33.78174251550444,5.066666666666666,4.866666666666666,-935.4100143670985,130.26523070393011,71.61975178447916,42.31115601716047,29.308595767318696,117.23438306927478,11723.438306927477,16924.46240686419,28647.900713791667,0.005281225215567145,50,1.25
0.5_1.5,2500.0,95.33333333333333,0.0,42.4,0.0,61.23027303772369,61.313296280030556,61.62760367589302,60.80052763691649,0.4570219361719258,1.0047375751690721,1.6643408905952615,1.8897111630648433,10.925429399821416,3.50005502157637,4.270584681426189,198.9882758664622,123.35601871252932,39.565237688433285,4.8,6.0,-1015.5641068863974,105.53211382439254,44.73158618747605,29.55733176960474,15.174254417871301,60.697017671485206,6069.70176714852,11822.932707841896,17892.634474990416,0.3787279696183883,50,1.5
0.5_1.75,2500.0,93.59999999999998,0.0,40.4,0.0,63.00625676380517,63.199202723807275,62.40341242724855,61.757161112785354,0.47352165589333284,1.0238190440192458,1.8073936982494299,2.4633867425795333,14.445905046733088,3.9671166641161864,4.626210997215335,199.6087600686184,140.4012708057333,37.47142946926684,5.266666666666667,5.6000000000000005,-906.7157289571996,96.03734485410398,34.280183741318616,23.53420667029567,10.745977071022944,42.983908284091775,4298.390828409178,9413.682668118268,13712.073496527446,0.5238863369261303,50,1.75
0.5_2.0,2500.0,95.13333333333333,0.0,37.86666666666667,0.0,58.83849026266919,59.820175370914406,58.71149562729487,58.66411356125723,0.45028202549810886,0.9916289408468838,1.8137922184983886,3.0810502826872566,16.271990129167964,4.79984322366867,6.016842010916761,198.59074455409367,128.5799050378143,35.73091586472537,6.133333333333333,5.466666666666666,-1071.0988580050205,85.0917147049372,26.42760114367997,18.49854382519808,7.929057318481889,31.716229273927556,3171.622927392756,7399.417530079233,10571.040457471989,0.632949984115556,50,2.0
0.5_2.25,2500.0,84.33333333333333,0.0,27.46666666666667,0.0,59.20658901443978,59.80551810960987,58.22391222922107,59.21429075643826,0.4435344970053156,0.8669811888155444,1.7928666401497437,3.244518874077236,19.396658135375393,5.379739704752752,6.41153972116355,200.89932294425918,155.62435767792658,35.81034720042214,5.133333333333334,5.333333333333333,-1062.4065244981205,83.0018841193097,23.78759336287143,16.253114105672168,7.534479257199261,30.137917028797045,3013.791702879704,6501.245642268867,9515.037345148572,0.669616758849008,50,2.25
0.5_2.5,2500.0,77.66666666666667,0.0,22.333333333333332,0.0,51.79684196546407,53.53701802234048,53.282139986134915,50.69369509067715,0.3922741417714854,0.7816741659445663,1.6911571890566248,3.325874610952212,19.189404931455712,5.509441059081205,7.270906251812529,199.4086270367941,151.13856243501468,35.5296443596545,4.933333333333334,5.066666666666666,-1229.7715235573949,68.59282840940315,17.899133318725998,12.184574224005933,5.714559094720069,22.858236378880274,2285.823637888027,4873.829689602372,7159.6533274903995,0.7514009261288056,50,2.5
