request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state,time occ 1,time occ 2;;;;;;;;
86,UserDecisionRequest,1,5760,5760,2969;-1;-1,299;-1;-1,,,,,79.63238283086302,728.142628879116,0:t_wait:59.78738858299948;t_drive:109.63238283086321;fare:100|1:t_wait:0;t_drive:109.63238283086321;fare:100,,,1,7,5760.0,5869.632382830864,100,0,139.63238283086412,
87,UserDecisionRequest,1,6060,6060,2978;-1;-1,2981;-1;-1,,,,,68.97806069802537,459.0023153406877,0:t_wait:78.14149886977066;t_drive:98.97806069802573;fare:100|1:t_wait:9.813372693944984;t_drive:98.97806069802573;fare:100,,,1,9,6069.813372693945,6168.791433391969,100,0,128.9780606980239,
88,UserDecisionRequest,1,6240,6240,2974;-1;-1,2982;-1;-1,,,,,144.42734698804207,1300.2674156418354,0:t_wait:50.704534696240444;t_drive:174.4273469880418;fare:130|1:t_wait:50.704534696240444;t_drive:174.4273469880418;fare:130,,,0,3,6290.704534696241,6465.131881684285,130,0,204.4273469880436,
89,UserDecisionRequest,1,6420,6420,2992;-1;-1,298;-1;-1,,,,,198.06309279928783,2377.795994888241,0:t_wait:0;t_drive:228.06309279928792;fare:237|1:t_wait:0;t_drive:228.06309279928792;fare:237,,,1,1,6420.0,6648.06309279929,237,0,258.06309279928973,
90,UserDecisionRequest,1,6540,6540,2982;-1;-1,2983;-1;-1,,,,,47.50530195645062,395.8775163037552,0:t_wait:0;t_drive:77.50530195645024;fare:100|1:t_wait:0;t_drive:77.50530195645024;fare:100,,,1,3,6540.0,6617.505301956449,100,0,107.50530195644933,
91,UserDecisionRequest,1,6600,6600,2973;-1;-1,2982;-1;-1,,,,,189.2132879652384,1922.294373658451,0:t_wait:181.47980364128307;t_drive:219.21328796523812;fare:192|1:t_wait:142.89744485132178;t_drive:219.21328796523812;fare:192,,,1,8,6742.897444851321,6962.110732816562,192,0,249.21328796524085,
92,UserDecisionRequest,1,6600,6600,2973;-1;-1,2992;-1;-1,,,,,210.01846377571815,2451.7304413294187,0:t_wait:181.47980364128307;t_drive:240.01846377571837;fare:245|1:t_wait:153.95048481041977;t_drive:240.01846377571837;fare:245,,,1,7,6753.950484810419,6993.968948586134,245,0,270.01846377571474,
93,UserDecisionRequest,1,6660,6660,2966;-1;-1,2974;-1;-1,,,,,285.4550339569323,2330.1594114887325,0:t_wait:137.53417912007262;t_drive:315.4550339569323;fare:233|1:t_wait:229.9869602780309;t_drive:315.4550339569323;fare:233,,,0,6,6797.534179120071,7112.989213077004,233,0,345.4550339569332,
94,UserDecisionRequest,1,6660,6660,2968;-1;-1,2991;-1;-1,,,,,33.2441435462937,461.72421592074585,0:t_wait:28.14974705802433;t_drive:63.244143546293344;fare:100|1:t_wait:209.75934637722457;t_drive:63.244143546293344;fare:100,,,0,4,6688.149747058026,6751.39389060432,100,0,93.24414354629425,
95,UserDecisionRequest,1,6840,6840,2985;-1;-1,2987;-1;-1,,,,,62.67184160512741,870.4422445156586,0:t_wait:77.75857475413977;t_drive:92.67184160512716;fare:100|1:t_wait:77.75857475413977;t_drive:92.67184160512716;fare:100,,,1,3,6917.758574754141,7010.430416359269,100,0,122.67184160512807,
96,UserDecisionRequest,1,6840,6840,2991;-1;-1,2983;-1;-1,,,,,292.24421954165257,3171.840523572809,0:t_wait:0;t_drive:322.24421954165246;fare:317|1:t_wait:118.10675119045663;t_drive:418.51676354165284;fare:317,,,0,4,6840.0,7162.244219541651,317,0,352.24421954165064,
97,UserDecisionRequest,1,6900,6900,2983;-1;-1,2971;-1;-1,,,,,242.393342120816,2519.500917673467,0:t_wait:95.53311017582382;t_drive:272.39334212081576;fare:251|1:t_wait:95.53311017582382;t_drive:272.39334212081576;fare:251,,,1,0,6995.533110175821,7267.926452296635,251,0,302.39334212081394,
98,UserDecisionRequest,1,6900,6900,2976;-1;-1,2972;-1;-1,,,,,184.5639171876656,2043.1305057059728,0:t_wait:233.45092479356845;t_drive:214.56391718766554;fare:204|1:t_wait:135.07555748348477;t_drive:214.56391718766554;fare:204,,,1,9,7035.075557483487,7249.639474671154,204,0,244.56391718766736,
99,UserDecisionRequest,1,7140,7140,2988;-1;-1,2971;-1;-1,,,,,86.6229651748205,775.530490028943,0:t_wait:31.62247258672869;t_drive:116.62296517482082;fare:100|1:t_wait:41.30348712181876;t_drive:116.62296517482082;fare:100,,,0,3,7171.62247258673,7288.245437761547,100,0,146.62296517481718,
