pax_id,treq,origin_x,origin_y,destination_x,destination_y
362,2023-09-19 09:42:28,4.3313775,52.0112115,4.3571498,52.0149703
363,2023-09-19 09:42:30,4.3301175,52.0072986,4.3565118,51.9926343
364,2023-09-19 09:42:32,4.3518371,51.998128,4.3552306,52.0127585
365,2023-09-19 09:42:32,4.3525333,51.9995162,4.333542,52.0094138
366,2023-09-19 09:42:46,4.3680172,52.00636,4.3410697,51.9939018
367,2023-09-19 09:42:50,4.3384617,51.9917351,4.376643,52.0150631
368,2023-09-19 09:42:51,4.369788,51.9872178,4.3650896,52.0162895
369,2023-09-19 09:42:54,4.3798817,52.0041352,4.3467511,52.0052288
370,2023-09-19 09:43:13,4.3799083,51.9813031,4.3661929,51.9851207
371,2023-09-19 09:43:17,4.3649966,52.0007895,4.3544622,52.0073325
372,2023-09-19 09:43:19,4.3713062,52.0095945,4.3450254,52.0154906
373,2023-09-19 09:43:26,4.3264664,52.0122315,4.3483706,52.0059303
374,2023-09-19 09:43:29,4.3622497,52.0041913,4.3520333,52.0003091
375,2023-09-19 09:43:34,4.3285923,52.010084,4.3489474,52.0059179
376,2023-09-19 09:43:36,4.3458927,52.0107901,4.3482872,51.9826618
377,2023-09-19 09:43:38,4.3466103,52.0168247,4.3595571,51.9911921
378,2023-09-19 09:43:38,4.3420614,52.005605,4.360397,51.9946118
379,2023-09-19 09:43:46,4.3489474,52.0059179,4.3479053,51.984269
380,2023-09-19 09:43:51,4.3567948,52.0035363,4.3605339,52.0137817
381,2023-09-19 09:43:53,4.333561,52.0128152,4.3442942,52.0024378
382,2023-09-19 09:44:18,4.3470031,51.9835855,4.3479227,52.0125323
383,2023-09-19 09:44:28,4.3372053,52.0128005,4.3400067,52.0016291
384,2023-09-19 09:44:28,4.3616711,52.0193463,4.3669724,51.9852794
385,2023-09-19 09:44:47,4.3649888,52.0110222,4.3440864,51.9855542
386,2023-09-19 09:44:48,4.3579007,51.9907554,4.3758912,52.0080683
387,2023-09-19 09:44:53,4.3443514,51.9813585,4.3532575,52.001374
388,2023-09-19 09:45:18,4.3464685,51.9820369,4.347699,52.0007122
389,2023-09-19 09:45:23,4.3380298,51.9994236,4.3623013,51.9834621
390,2023-09-19 09:45:38,4.3582942,52.0269338,4.3481815,52.0111369
391,2023-09-19 09:45:47,4.3616483,52.0089262,4.3712126,51.9845613
392,2023-09-19 09:45:53,4.368024,52.0108508,4.3455153,51.9833541
393,2023-09-19 09:45:54,4.3411872,51.9928222,4.3518544,52.0166429
394,2023-09-19 09:46:14,4.36476,52.016642,4.350223,52.0108989
395,2023-09-19 09:46:20,4.3410124,51.9867026,4.3501153,52.0081218
396,2023-09-19 09:46:22,4.3641737,52.0081612,4.3410681,52.0002309
397,2023-09-19 09:46:28,4.3430424,51.9811267,4.3605175,52.0183782
398,2023-09-19 09:46:32,4.360397,51.9946118,4.3460409,52.0062922
399,2023-09-19 09:46:51,4.3600702,52.0046868,4.3458906,52.0142021
400,2023-09-19 09:46:55,4.3672638,52.012132,4.3421259,51.9965676
401,2023-09-19 09:47:40,4.3663179,52.0076444,4.3561176,52.0228411
402,2023-09-19 09:47:43,4.3661302,52.0100524,4.3538621,52.0213718
403,2023-09-19 09:47:46,4.3560487,51.9832916,4.34237,51.9957755
404,2023-09-19 09:47:47,4.3473889,51.9821834,4.356223,52.0255551
405,2023-09-19 09:48:09,4.3495274,51.979289,4.3466932,52.0105962
406,2023-09-19 09:48:24,4.3404589,52.0116607,4.3438205,51.9957112
407,2023-09-19 09:48:34,4.3628847,51.9873248,4.3528278,52.0093432
408,2023-09-19 09:49:18,4.3415303,51.9819443,4.3410138,51.9956271
409,2023-09-19 09:49:29,4.3723353,52.007378,4.3448318,51.995517
410,2023-09-19 09:49:36,4.3681012,52.0110236,4.3563443,52.0049608
411,2023-09-19 09:49:59,4.3427572,51.9926099,4.3707585,52.0122695
412,2023-09-19 09:50:01,4.3474074,51.9827434,4.3653807,52.0107386
413,2023-09-19 09:50:10,4.3371594,51.9831906,4.3733667,52.0059639
414,2023-09-19 09:50:41,4.3447043,51.9964707,4.3667906,52.0146043
415,2023-09-19 09:50:54,4.3571227,51.986215,4.3640979,52.0106178
416,2023-09-19 09:51:06,4.3845516,51.988975,4.3472902,52.0074178
417,2023-09-19 09:51:16,4.3866317,52.0104541,4.3445864,51.9900133
418,2023-09-19 09:51:22,4.3639573,51.9851406,4.3669026,52.0020167
419,2023-09-19 09:51:24,4.3496657,51.99026,4.3622868,52.0124708
420,2023-09-19 09:51:48,4.3663137,52.0148763,4.3554528,52.002779
421,2023-09-19 09:52:15,4.3408021,51.9794878,4.3313775,52.0112115
422,2023-09-19 09:52:15,4.3413725,51.984209,4.3673863,52.0061722
423,2023-09-19 09:52:20,4.3697102,51.992966,4.3467511,52.0052288
424,2023-09-19 09:52:39,4.3372336,51.9932068,4.3687033,52.0182154
425,2023-09-19 09:52:42,4.3678499,51.9870654,4.368192,52.0057377
426,2023-09-19 09:52:42,4.3275971,52.0081297,4.3702905,52.0103909
427,2023-09-19 09:52:48,4.3691623,52.0115658,4.3479227,52.0125323
428,2023-09-19 09:53:05,4.3812747,52.006644,4.3477596,52.0004612
429,2023-09-19 09:53:06,4.3326671,52.0082009,4.3554528,52.002779
430,2023-09-19 09:53:09,4.3687428,52.0051365,4.3380298,51.9994236
431,2023-09-19 09:53:14,4.3645967,51.990495,4.3601046,52.0082021
432,2023-09-19 09:53:16,4.3459568,52.0026135,4.3607111,52.0172016
433,2023-09-19 09:53:19,4.3435926,52.0045925,4.3436438,51.9962915
434,2023-09-19 09:53:21,4.3728841,51.9982076,4.3385453,51.9881473
435,2023-09-19 09:53:21,4.3544253,51.9899814,4.3703591,52.0111269
436,2023-09-19 09:53:26,4.3457985,52.0030694,4.3866317,52.0104541
437,2023-09-19 09:53:28,4.3592116,51.9811218,4.3591693,51.9932575
438,2023-09-19 09:53:29,4.3521305,51.9978318,4.3723303,52.0137388
439,2023-09-19 09:53:30,4.3501061,52.0075105,4.3260494,52.0097274
440,2023-09-19 09:53:34,4.3816219,52.0051195,4.3550532,52.0013032
441,2023-09-19 09:53:41,4.3559854,52.0170664,4.3585123,51.9891754
442,2023-09-19 09:53:43,4.3579603,52.0219161,4.3409699,51.987324
443,2023-09-19 09:53:47,4.3309443,52.0106732,4.3438137,52.00027
444,2023-09-19 09:53:47,4.3578714,51.9835898,4.3500691,51.9964222
445,2023-09-19 09:53:50,4.3813323,52.0009226,4.3687273,52.0105157
446,2023-09-19 09:53:55,4.3653908,52.0203103,4.3376263,52.0131505
447,2023-09-19 09:54:00,4.3581654,51.9837695,4.3545139,52.0101122
448,2023-09-19 09:54:05,4.3558765,52.0093968,4.336899,51.9999067
449,2023-09-19 09:54:22,4.3618783,52.0010243,4.3452786,51.9922505
450,2023-09-19 09:54:22,4.3703795,52.004445,4.3651191,51.9847102
451,2023-09-19 09:54:39,4.3715968,51.9838426,4.3364636,52.0011922
452,2023-09-19 09:54:40,4.3472291,51.9851892,4.3475464,52.0095413
453,2023-09-19 09:54:50,4.3276959,52.0071421,4.3347411,51.9939209
454,2023-09-19 09:54:53,4.3377554,52.0010194,4.3587,51.9834
455,2023-09-19 09:55:00,4.3580317,51.9954142,4.3464973,52.0034633
456,2023-09-19 09:55:05,4.3523851,51.9839793,4.3508911,52.0051748
457,2023-09-19 09:55:10,4.3752006,52.0088876,4.3450106,51.9965326
458,2023-09-19 09:55:32,4.3650207,51.9833412,4.3400387,51.9817347
459,2023-09-19 09:55:38,4.3373835,51.9812115,4.3503437,52.0063479
460,2023-09-19 09:55:41,4.3503,52.0042,4.347702,51.9895563
461,2023-09-19 09:55:53,4.3512118,51.9837075,4.3587863,51.9867239
462,2023-09-19 09:55:56,4.3292057,52.0067977,4.3426807,52.0017807
463,2023-09-19 09:55:57,4.3594497,52.0011922,4.3527308,51.9936957
464,2023-09-19 09:56:07,4.3614027,52.0016495,4.3443631,51.9900047
465,2023-09-19 09:56:11,4.3643508,52.0017344,4.361137,51.9874776
466,2023-09-19 09:56:11,4.359206,51.9871696,4.3765025,52.0051171
467,2023-09-19 09:56:12,4.3628177,52.00389,4.3596948,52.0004968
468,2023-09-19 09:56:13,4.3348268,52.010053,4.3506608,51.996522
469,2023-09-19 09:56:15,4.34512,51.9946188,4.3606844,51.9871152
470,2023-09-19 09:56:26,4.3774609,52.0025789,4.363279,51.9835344
471,2023-09-19 09:56:40,4.3645744,52.0143708,4.3537596,52.010851
472,2023-09-19 09:56:41,4.3462152,51.9826697,4.3549626,52.0045232
473,2023-09-19 09:57:24,4.341082,51.9834591,4.3741968,52.0061882
474,2023-09-19 09:57:29,4.3789686,52.0083967,4.3519518,52.0061737
475,2023-09-19 09:57:36,4.3352952,51.9843537,4.3662669,51.986333
476,2023-09-19 09:57:49,4.3588475,52.0045663,4.3377156,51.9996892
477,2023-09-19 09:57:50,4.3791671,52.0044718,4.3472902,52.0074178
478,2023-09-19 09:58:01,4.3418159,52.0081754,4.3789686,52.0083967
479,2023-09-19 09:58:02,4.3770665,52.0108311,4.3674907,51.9829427
480,2023-09-19 09:58:07,4.3574182,52.0217325,4.3402209,52.0133105
481,2023-09-19 09:58:12,4.3513408,52.004756,4.3699184,52.0068995
482,2023-09-19 09:58:12,4.3819871,52.0046907,4.3606172,52.0057698
483,2023-09-19 09:58:19,4.3737745,52.0138307,4.3498401,52.0020751
484,2023-09-19 09:58:22,4.3348268,52.010053,4.3540308,52.0022546
485,2023-09-19 09:58:29,4.357907,52.0163548,4.3423014,52.0019958
486,2023-09-19 09:58:31,4.3635226,52.004393,4.3440013,52.0105147
487,2023-09-19 09:58:32,4.3341,52.016,4.3692012,51.9981985
488,2023-09-19 09:58:36,4.3564381,51.9806364,4.3439771,52.0016777
489,2023-09-19 09:58:39,4.3709915,51.9920489,4.3643508,52.0017344
490,2023-09-19 09:58:41,4.328104,52.0063915,4.3591693,51.9932575
491,2023-09-19 09:58:42,4.3632475,52.0047395,4.3538147,52.0080283
492,2023-09-19 09:58:46,4.3674918,51.9918458,4.344155,52.012662
493,2023-09-19 09:59:04,4.3567132,51.9977092,4.3529096,52.0218316
494,2023-09-19 09:59:05,4.3530767,52.0094521,4.3756315,52.0043654
495,2023-09-19 09:59:19,4.3677449,52.0135149,4.3520093,52.0031914
496,2023-09-19 09:59:28,4.3556867,51.9947004,4.3439887,51.9829076
497,2023-09-19 09:59:31,4.375039,52.0046752,4.3497004,51.9871901
498,2023-09-19 09:59:34,4.3579603,52.0219161,4.3469587,51.9833275
499,2023-09-19 09:59:50,4.3396683,52.0130517,4.3634067,52.0048011
