id,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes
328,True,4,2614,2755.92,0,180,0,"[['WALK', 683, 733], ['RAIL', 180, 1852], ['WALK', 1751, 2022]]"
329,True,1,1852,2325.43,0,0,0,"[['WALK', 1852, 2325]]"
330,True,1,2256,2853.61,0,0,0,"[['WALK', 2256, 2853]]"
331,True,1,1528,1907.34,0,0,0,"[['WALK', 1528, 1907]]"
332,True,1,1890,2399.4,0,0,0,"[['WALK', 1890, 2399]]"
333,True,1,2060,2529.55,0,0,0,"[['WALK', 2060, 2529]]"
334,True,1,1777,2160.64,0,0,0,"[['WALK', 1777, 2160]]"
335,True,1,954,1172.92,0,0,0,"[['WALK', 954, 1172]]"
336,True,1,2154,2554.55,0,0,0,"[['WALK', 2154, 2554]]"
337,True,1,2406,2871.95,0,0,0,"[['WALK', 2406, 2871]]"
338,True,1,2325,2782.05,0,0,0,"[['WALK', 2325, 2782]]"
339,True,1,2460,3077.77,0,0,0,"[['WALK', 2460, 3077]]"
340,True,1,1887,2275.65,0,0,0,"[['WALK', 1887, 2275]]"
341,True,1,1318,1552.53,0,0,0,"[['WALK', 1318, 1552]]"
342,True,1,1304,1554.37,0,0,0,"[['WALK', 1304, 1554]]"
343,True,1,2769,3459.93,0,0,0,"[['WALK', 2769, 3459]]"
344,True,1,2206,2646.55,0,0,0,"[['WALK', 2206, 2646]]"
345,True,1,947,1145.83,0,0,0,"[['WALK', 947, 1145]]"
346,True,1,1389,1698.12,0,0,0,"[['WALK', 1389, 1698]]"
347,True,5,3795,4213.6,0,180,0,"[['WALK', 1081, 1281], ['RAIL', 180, 1852], ['WALK', 2534, 2932]]"
348,True,1,2099,2572.55,0,0,0,"[['WALK', 2099, 2572]]"
349,True,5,4060,4530.65,0,180,0,"[['WALK', 1457, 1737], ['RAIL', 180, 1852], ['WALK', 2423, 2792]]"
350,True,5,2738,2836.67,0,180,0,"[['WALK', 1176, 1317], ['RAIL', 180, 1852], ['WALK', 1382, 1519]]"
351,True,1,1221,1494.32,0,0,0,"[['WALK', 1221, 1494]]"
352,True,1,2138,2683.27,0,0,0,"[['WALK', 2138, 2683]]"
353,True,1,907,1113.84,0,0,0,"[['WALK', 907, 1113]]"
354,True,1,1685,1971.96,0,0,0,"[['WALK', 1685, 1971]]"
355,True,1,2565,3180.04,0,0,0,"[['WALK', 2565, 3180]]"
356,True,1,1694,2016.24,0,0,0,"[['WALK', 1694, 2016]]"
357,True,1,1754,2085.39,0,0,0,"[['WALK', 1754, 2085]]"
358,True,1,2471,3001.89,0,0,0,"[['WALK', 2471, 3001]]"
359,True,1,2703,3256.31,0,0,0,"[['WALK', 2703, 3256]]"
360,True,1,2333,2818.95,0,0,0,"[['WALK', 2333, 2818]]"
361,True,4,3249,3567.8,0,180,0,"[['WALK', 2168, 2659], ['RAIL', 180, 1852], ['WALK', 901, 908]]"
362,True,1,1757,2103.74,0,0,0,"[['WALK', 1757, 2103]]"
363,True,1,2645,3201.2,0,0,0,"[['WALK', 2645, 3201]]"
364,True,1,1647,2027.88,0,0,0,"[['WALK', 1647, 2027]]"
365,True,1,1806,2257.12,0,0,0,"[['WALK', 1806, 2257]]"
366,True,1,2300,2864.09,0,0,0,"[['WALK', 2300, 2864]]"
367,True,1,3632,4455.07,0,0,0,"[['WALK', 3632, 4455]]"
368,True,4,2528,2655.35,0,180,0,"[['WALK', 812, 943], ['RAIL', 180, 1852], ['WALK', 1536, 1711]]"
369,True,1,2444,2989.9,0,0,0,"[['WALK', 2444, 2989]]"
370,True,1,2306,2840.04,0,0,0,"[['WALK', 2306, 2840]]"
371,True,1,1075,1288.35,0,0,0,"[['WALK', 1075, 1288]]"
372,True,1,1960,2365.44,0,0,0,"[['WALK', 1960, 2365]]"
373,True,1,1802,2229.02,0,0,0,"[['WALK', 1802, 2229]]"
374,True,1,1033,1289.57,0,0,0,"[['WALK', 1033, 1289]]"
375,True,1,1573,1970.07,0,0,0,"[['WALK', 1573, 1970]]"
376,True,1,2908,3698.98,0,0,0,"[['WALK', 2908, 3698]]"
377,True,5,2034,2066.24,0,180,0,"[['WALK', 1452, 1614], ['RAIL', 180, 1852], ['WALK', 402, 451]]"
378,True,1,1884,2286.2,0,0,0,"[['WALK', 1884, 2286]]"
379,True,1,2271,2872.54,0,0,0,"[['WALK', 2271, 2872]]"
380,True,1,1212,1498.1,0,0,0,"[['WALK', 1212, 1498]]"
381,True,1,1331,1672.41,0,0,0,"[['WALK', 1331, 1672]]"
382,True,1,2948,3782.2,0,0,0,"[['WALK', 2948, 3782]]"
383,True,1,1293,1602.22,0,0,0,"[['WALK', 1293, 1602]]"
384,True,4,2632,2834.03,0,180,0,"[['WALK', 1796, 2047], ['RAIL', 180, 1852], ['WALK', 656, 786]]"
385,True,5,2644,2739.26,0,180,0,"[['WALK', 1077, 1082], ['RAIL', 180, 1852], ['WALK', 1387, 1656]]"
386,True,1,2448,3026.53,0,0,0,"[['WALK', 2448, 3026]]"
387,True,1,2321,2822.13,0,0,0,"[['WALK', 2321, 2822]]"
388,True,1,2001,2462.51,0,0,0,"[['WALK', 2001, 2462]]"
389,True,1,2642,3196.47,0,0,0,"[['WALK', 2642, 3196]]"
390,True,1,1754,2159.53,0,0,0,"[['WALK', 1754, 2159]]"
391,True,3,1860,1793.76,0,180,0,"[['WALK', 781, 710], ['RAIL', 180, 1852], ['WALK', 899, 1083]]"
392,True,5,2863,3071.55,0,180,0,"[['WALK', 1168, 1212], ['RAIL', 180, 1852], ['WALK', 1515, 1858]]"
393,True,1,2739,3315.57,0,0,0,"[['WALK', 2739, 3315]]"
394,True,1,1328,1621.76,0,0,0,"[['WALK', 1328, 1621]]"
395,True,1,2458,3000.69,0,0,0,"[['WALK', 2458, 3000]]"
396,True,1,1610,1968.27,0,0,0,"[['WALK', 1610, 1968]]"
397,True,3,3888,4371.64,0,180,0,"[['WALK', 1995, 2432], ['RAIL', 180, 1852], ['WALK', 1713, 1938]]"
398,True,1,1592,1922.73,0,0,0,"[['WALK', 1592, 1922]]"
399,True,1,1376,1699.3,0,0,0,"[['WALK', 1376, 1699]]"
400,True,1,2360,2890.79,0,0,0,"[['WALK', 2360, 2890]]"
401,True,1,1734,2158.13,0,0,0,"[['WALK', 1734, 2158]]"
402,True,1,1423,1799.04,0,0,0,"[['WALK', 1423, 1799]]"
403,True,1,1772,2165.85,0,0,0,"[['WALK', 1772, 2165]]"
404,True,4,4192,4772.56,0,180,0,"[['WALK', 1773, 2160], ['RAIL', 180, 1852], ['WALK', 2239, 2612]]"
405,True,1,3212,4117.53,0,0,0,"[['WALK', 3212, 4117]]"
406,True,1,1796,2254.38,0,0,0,"[['WALK', 1796, 2254]]"
407,True,4,1604,1460.59,0,180,0,"[['WALK', 754, 816], ['RAIL', 180, 1852], ['WALK', 670, 643]]"
408,True,1,1618,1890.78,0,0,0,"[['WALK', 1618, 1890]]"
409,True,1,2166,2640.71,0,0,0,"[['WALK', 2166, 2640]]"
410,True,1,986,1196.62,0,0,0,"[['WALK', 986, 1196]]"
411,True,1,2758,3378.42,0,0,0,"[['WALK', 2758, 3378]]"
412,True,3,2983,3152.57,0,180,0,"[['WALK', 1743, 2095], ['RAIL', 180, 1852], ['WALK', 1060, 1057]]"
413,True,1,3603,4439.89,0,0,0,"[['WALK', 3603, 4439]]"
414,True,1,2451,3026.49,0,0,0,"[['WALK', 2451, 3026]]"
415,True,4,2294,2256.38,0,180,0,"[['WALK', 1096, 1248], ['RAIL', 180, 1852], ['WALK', 1018, 1007]]"
416,True,3,2922,3219.56,0,180,0,"[['WALK', 1688, 2091], ['RAIL', 180, 1852], ['WALK', 1054, 1128]]"
417,True,1,3688,4640.12,0,0,0,"[['WALK', 3688, 4640]]"
418,True,1,2158,2651.65,0,0,0,"[['WALK', 2158, 2651]]"
419,True,1,2579,3215.2,0,0,0,"[['WALK', 2579, 3215]]"
420,True,1,1498,1852.24,0,0,0,"[['WALK', 1498, 1852]]"
421,True,1,3373,4182.23,0,0,0,"[['WALK', 3373, 4182]]"
422,True,1,3172,3880.37,0,0,0,"[['WALK', 3172, 3880]]"
423,True,5,1870,1860.02,0,180,0,"[['WALK', 623, 709], ['RAIL', 180, 1852], ['WALK', 1067, 1151]]"
424,True,1,3586,4382.56,0,0,0,"[['WALK', 3586, 4382]]"
425,True,1,2075,2651.61,0,0,0,"[['WALK', 2075, 2651]]"
426,True,1,3051,3688.66,0,0,0,"[['WALK', 3051, 3688]]"
427,True,1,1502,1855.86,0,0,0,"[['WALK', 1502, 1855]]"
428,True,1,2257,2706.09,0,0,0,"[['WALK', 2257, 2706]]"
429,True,1,1885,2301.4,0,0,0,"[['WALK', 1885, 2301]]"
430,True,1,2136,2584.25,0,0,0,"[['WALK', 2136, 2584]]"
431,True,5,1346,1015.77,0,180,0,"[['WALK', 506, 447], ['RAIL', 180, 1852], ['WALK', 660, 568]]"
432,True,1,2032,2522.77,0,0,0,"[['WALK', 2032, 2522]]"
433,True,1,1008,1190.99,0,0,0,"[['WALK', 1008, 1190]]"
434,True,1,2866,3512.68,0,0,0,"[['WALK', 2866, 3512]]"
435,True,1,2564,3161.33,0,0,0,"[['WALK', 2564, 3161]]"
436,True,1,3101,3804.7,0,0,0,"[['WALK', 3101, 3804]]"
437,True,1,1353,1607.79,0,0,0,"[['WALK', 1353, 1607]]"
438,True,1,2101,2602.19,0,0,0,"[['WALK', 2101, 2602]]"
439,True,1,1838,2281.02,0,0,0,"[['WALK', 1838, 2281]]"
440,True,1,1765,2197.2,0,0,0,"[['WALK', 1765, 2197]]"
441,True,4,2086,2135.53,0,180,0,"[['WALK', 1423, 1580], ['RAIL', 180, 1852], ['WALK', 483, 554]]"
442,True,3,3836,4291.68,0,180,0,"[['WALK', 2069, 2379], ['RAIL', 180, 1852], ['WALK', 1587, 1912]]"
443,True,1,1434,1779.85,0,0,0,"[['WALK', 1434, 1779]]"
444,True,1,1599,1912.67,0,0,0,"[['WALK', 1599, 1912]]"
445,True,1,1361,1647.18,0,0,0,"[['WALK', 1361, 1647]]"
446,True,1,1842,2243.32,0,0,0,"[['WALK', 1842, 2243]]"
447,True,4,2100,2047.13,0,180,0,"[['WALK', 1253, 1409], ['RAIL', 180, 1852], ['WALK', 667, 637]]"
448,True,1,1475,1811.68,0,0,0,"[['WALK', 1475, 1811]]"
449,True,1,1562,1938.44,0,0,0,"[['WALK', 1562, 1938]]"
450,True,4,2228,2374.67,0,180,0,"[['WALK', 1253, 1486], ['RAIL', 180, 1852], ['WALK', 795, 888]]"
451,True,4,3046,3334.16,0,180,0,"[['WALK', 1128, 1340], ['RAIL', 180, 1852], ['WALK', 1738, 1993]]"
452,True,1,2528,3263.38,0,0,0,"[['WALK', 2528, 3263]]"
453,True,1,1664,2045.1,0,0,0,"[['WALK', 1664, 2045]]"
454,True,1,2710,3301.5,0,0,0,"[['WALK', 2710, 3301]]"
455,True,1,1307,1592.34,0,0,0,"[['WALK', 1307, 1592]]"
456,True,1,2135,2711.02,0,0,0,"[['WALK', 2135, 2711]]"
457,True,1,2378,2944.18,0,0,0,"[['WALK', 2378, 2944]]"
458,True,1,1647,1995.34,0,0,0,"[['WALK', 1647, 1995]]"
459,True,1,2978,3601.83,0,0,0,"[['WALK', 2978, 3601]]"
460,True,1,1603,1994.74,0,0,0,"[['WALK', 1603, 1994]]"
461,True,1,642,794.26,0,0,0,"[['WALK', 642, 794]]"
462,True,1,1225,1501.37,0,0,0,"[['WALK', 1225, 1501]]"
463,True,1,1007,1252.74,0,0,0,"[['WALK', 1007, 1252]]"
464,True,1,1767,2217.6,0,0,0,"[['WALK', 1767, 2217]]"
465,True,1,1838,2254.85,0,0,0,"[['WALK', 1838, 2254]]"
466,True,1,2611,3230.45,0,0,0,"[['WALK', 2611, 3230]]"
467,True,1,517,640.94,0,0,0,"[['WALK', 517, 640]]"
468,True,1,1832,2312.2,0,0,0,"[['WALK', 1832, 2312]]"
469,True,1,1554,1850.91,0,0,0,"[['WALK', 1554, 1850]]"
470,True,1,2693,3256.24,0,0,0,"[['WALK', 2693, 3256]]"
471,True,1,947,1120.3,0,0,0,"[['WALK', 947, 1120]]"
472,True,1,2653,3246.07,0,0,0,"[['WALK', 2653, 3246]]"
473,True,1,3542,4333.07,0,0,0,"[['WALK', 3542, 4333]]"
474,True,1,1900,2282.83,0,0,0,"[['WALK', 1900, 2282]]"
475,True,1,1925,2390.58,0,0,0,"[['WALK', 1925, 2390]]"
476,True,1,1397,1687.84,0,0,0,"[['WALK', 1397, 1687]]"
477,True,1,2394,2905.3,0,0,0,"[['WALK', 2394, 2905]]"
478,True,1,2672,3267.92,0,0,0,"[['WALK', 2672, 3267]]"
479,True,3,2784,3122.59,0,180,0,"[['WALK', 1710, 2024], ['RAIL', 180, 1852], ['WALK', 894, 1097]]"
480,True,1,1549,1907.13,0,0,0,"[['WALK', 1549, 1907]]"
481,True,1,1410,1657.16,0,0,0,"[['WALK', 1410, 1657]]"
482,True,1,1560,1898.68,0,0,0,"[['WALK', 1560, 1898]]"
483,True,1,1909,2363.19,0,0,0,"[['WALK', 1909, 2363]]"
484,True,1,1598,1971.37,0,0,0,"[['WALK', 1598, 1971]]"
485,True,1,1952,2380.08,0,0,0,"[['WALK', 1952, 2380]]"
486,True,1,1865,2236.7,0,0,0,"[['WALK', 1865, 2236]]"
487,True,1,3027,3758.62,0,0,0,"[['WALK', 3027, 3758]]"
488,True,1,2361,2931.28,0,0,0,"[['WALK', 2361, 2931]]"
489,True,1,1079,1328.54,0,0,0,"[['WALK', 1079, 1328]]"
490,True,1,2944,3543.78,0,0,0,"[['WALK', 2944, 3543]]"
491,True,1,1104,1281.64,0,0,0,"[['WALK', 1104, 1281]]"
492,True,5,2035,2046.71,0,180,0,"[['WALK', 439, 479], ['RAIL', 180, 1852], ['WALK', 1416, 1566]]"
493,True,1,2432,3064.33,0,0,0,"[['WALK', 2432, 3064]]"
494,True,1,1771,2131.87,0,0,0,"[['WALK', 1771, 2131]]"
495,True,1,1626,2006.91,0,0,0,"[['WALK', 1626, 2006]]"
496,True,1,1703,2006.3,0,0,0,"[['WALK', 1703, 2006]]"
497,True,1,2790,3516.72,0,0,0,"[['WALK', 2790, 3516]]"
498,True,4,3700,4174.32,0,180,0,"[['WALK', 2069, 2379], ['RAIL', 180, 1852], ['WALK', 1451, 1795]]"
499,True,1,2144,2598.52,0,0,0,"[['WALK', 2144, 2598]]"
