pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,origin_x,origin_y,destination_x,destination_y
176,1668136765,44869226,2023-09-19 09:21:52,,0 days 00:09:13,2023-09-19 09:31:05,,False,,5535,4.3404324,51.9860777,4.3556373,52.0162535
177,44838375,1569651911,2023-09-19 09:22:03,,0 days 00:03:40,2023-09-19 09:25:43,,False,,2205,4.3390626,52.0087958,4.3521619,52.0194457
178,484705817,1402734736,2023-09-19 09:22:10,,0 days 00:05:10,2023-09-19 09:27:20,,False,,3100,4.3522825,52.0099772,4.3600239,51.9888433
179,44847038,44863340,2023-09-19 09:22:22,,0 days 00:05:05,2023-09-19 09:27:27,,False,,3052,4.3751283,52.0107629,4.343489,52.014808
180,44753493,1410536895,2023-09-19 09:22:27,,0 days 00:07:11,2023-09-19 09:29:38,,False,,4315,4.3457764,51.9899867,4.3815297,52.0064254
181,1436427122,1576740176,2023-09-19 09:22:29,,0 days 00:03:49,2023-09-19 09:26:18,,False,,2290,4.368854,52.0102706,4.3478513,52.0065637
182,3377240325,1569647034,2023-09-19 09:22:33,,0 days 00:04:20,2023-09-19 09:26:53,,False,,2603,4.3507402,52.0001748,4.3639861,52.0020851
183,44759018,285743579,2023-09-19 09:22:41,,0 days 00:08:05,2023-09-19 09:30:46,,False,,4853,4.3478,51.9912,4.3625085,52.0174846
184,2381861250,44844068,2023-09-19 09:22:45,,0 days 00:06:11,2023-09-19 09:28:56,,False,,3714,4.3658375,51.9849408,4.3504058,52.0101064
185,5124546092,1448535905,2023-09-19 09:22:53,,0 days 00:03:33,2023-09-19 09:26:26,,False,,2134,4.3554671,52.0098467,4.3503546,51.9963077
186,311106487,5264539946,2023-09-19 09:22:56,,0 days 00:04:08,2023-09-19 09:27:04,,False,,2483,4.3649888,52.0110222,4.3401509,51.9986693
187,44858614,44823646,2023-09-19 09:22:59,,0 days 00:03:42,2023-09-19 09:26:41,,False,,2228,4.3642165,52.0134708,4.3538427,52.00584
188,1679761155,4986579661,2023-09-19 09:23:06,,0 days 00:06:05,2023-09-19 09:29:11,,False,,3654,4.3441412,51.9942998,4.3281863,52.008284
189,44739609,1510592029,2023-09-19 09:23:11,,0 days 00:03:37,2023-09-19 09:26:48,,False,,2179,4.3558016,51.9870386,4.3454104,51.9865254
190,44738227,1608998311,2023-09-19 09:23:12,,0 days 00:04:18,2023-09-19 09:27:30,,False,,2587,4.3587863,51.9867239,4.3355986,51.9885652
191,44779745,44840453,2023-09-19 09:23:17,,0 days 00:03:24,2023-09-19 09:26:41,,False,,2040,4.3438205,51.9957112,4.348473,52.0092525
192,2560427063,4159110096,2023-09-19 09:23:19,,0 days 00:03:38,2023-09-19 09:26:57,,False,,2187,4.3733238,52.0052339,4.353593,52.0020442
193,1569647777,8463975470,2023-09-19 09:23:30,,0 days 00:08:01,2023-09-19 09:31:31,,False,,4811,4.3629216,52.0042089,4.3368195,51.9834136
194,1668136731,2296738292,2023-09-19 09:23:32,,0 days 00:06:20,2023-09-19 09:29:52,,False,,3800,4.3572571,51.9811329,4.3468613,51.9972069
195,44817944,44848456,2023-09-19 09:23:43,,0 days 00:04:37,2023-09-19 09:28:20,,False,,2772,4.3513408,52.004756,4.3635207,52.0111177
196,44804961,44763124,2023-09-19 09:23:58,,0 days 00:03:24,2023-09-19 09:27:22,,False,,2042,4.3497,52.0015,4.3429596,51.9922095
197,44850245,44830592,2023-09-19 09:23:58,,0 days 00:07:04,2023-09-19 09:31:02,,False,,4248,4.3317075,52.0115115,4.3766168,52.0070784
198,44814384,44830592,2023-09-19 09:24:09,,0 days 00:04:02,2023-09-19 09:28:11,,False,,2423,4.3543402,52.0040068,4.3766168,52.0070784
199,2673589215,44835261,2023-09-19 09:24:11,,0 days 00:03:34,2023-09-19 09:27:45,,False,,2147,4.3275971,52.0081297,4.3466,52.0081
200,1569647770,643586567,2023-09-19 09:24:15,,0 days 00:04:24,2023-09-19 09:28:39,,False,,2643,4.3622497,52.0041913,4.3437738,51.9997805
201,44774832,565046993,2023-09-19 09:24:15,,0 days 00:03:39,2023-09-19 09:27:54,,False,,2196,4.360397,51.9946118,4.3410593,52.0026501
202,44811247,1854067403,2023-09-19 09:24:24,,0 days 00:03:41,2023-09-19 09:28:05,,False,,2218,4.3497223,52.0028507,4.3639396,52.0063929
203,1410536856,44897956,2023-09-19 09:24:55,,0 days 00:05:10,2023-09-19 09:30:05,,False,,3107,4.381445,52.0063933,4.3521583,52.0230972
204,1830058778,839335227,2023-09-19 09:24:56,,0 days 00:04:40,2023-09-19 09:29:36,,False,,2808,4.344723,51.9791984,4.3551339,51.9968239
205,1432078704,44844080,2023-09-19 09:25:18,,0 days 00:08:33,2023-09-19 09:33:51,,False,,5136,4.3670652,52.0269787,4.3618,52.0101
206,1583992741,5119873484,2023-09-19 09:25:18,,0 days 00:06:07,2023-09-19 09:31:25,,False,,3679,4.3596158,51.9812003,4.3563443,52.0049608
207,44875431,2328071529,2023-09-19 09:25:31,,0 days 00:03:26,2023-09-19 09:28:57,,False,,2066,4.3558335,52.0177055,4.3627735,52.0076875
208,2673589221,626009950,2023-09-19 09:25:33,,0 days 00:06:12,2023-09-19 09:31:45,,False,,3726,4.3292057,52.0067977,4.3545942,51.997106
209,1448391082,1436435623,2023-09-19 09:25:36,,0 days 00:03:59,2023-09-19 09:29:35,,False,,2396,4.3293518,52.0121782,4.3510572,52.0073539
210,1390232505,626091907,2023-09-19 09:25:54,,0 days 00:03:39,2023-09-19 09:29:33,,False,,2193,4.3427276,52.013675,4.3549621,51.9972814
211,44837765,1402734577,2023-09-19 09:25:55,,0 days 00:04:42,2023-09-19 09:30:37,,False,,2823,4.3512627,52.0086421,4.3609454,51.9878658
212,44844082,44861083,2023-09-19 09:25:57,,0 days 00:06:12,2023-09-19 09:32:09,,False,,3720,4.3630546,52.0101572,4.3316191,52.0140637
213,44811668,44834656,2023-09-19 09:25:59,,0 days 00:04:23,2023-09-19 09:30:22,,False,,2639,4.3642853,52.0021758,4.3499083,52.0080248
214,44910798,44810830,2023-09-19 09:26:02,,0 days 00:05:26,2023-09-19 09:31:28,,False,,3262,4.3559,52.0258499,4.3587936,52.0027376
215,44838367,5279893016,2023-09-19 09:26:05,,0 days 00:04:30,2023-09-19 09:30:35,,False,,2704,4.3386031,52.0087329,4.3402389,51.9986122
216,1530303664,1435362499,2023-09-19 09:26:16,,0 days 00:04:35,2023-09-19 09:30:51,,False,,2757,4.363129,52.0123966,4.3384224,52.0125123
217,1576632851,1530303700,2023-09-19 09:26:26,,0 days 00:05:31,2023-09-19 09:31:57,,False,,3312,4.3494523,51.9977565,4.3594076,52.0133166
218,1435362502,1552651408,2023-09-19 09:26:51,,0 days 00:04:05,2023-09-19 09:30:56,,False,,2454,4.3372053,52.0128005,4.3392121,52.0014745
219,1774593290,5119770538,2023-09-19 09:26:53,,0 days 00:07:07,2023-09-19 09:34:00,,False,,4276,4.3375851,51.9807082,4.3542762,52.0106311
220,1563023404,1957359051,2023-09-19 09:27:09,,0 days 00:06:15,2023-09-19 09:33:24,,False,,3754,4.3576265,51.9865602,4.371652,52.0026521
221,1608998194,44814382,2023-09-19 09:27:17,,0 days 00:04:41,2023-09-19 09:31:58,,False,,2813,4.3410124,51.9867026,4.349587,52.003913
222,44837714,5124502148,2023-09-19 09:27:20,,0 days 00:05:25,2023-09-19 09:32:45,,False,,3254,4.371606,52.0086592,4.3432693,52.0055719
223,1402644594,1530303664,2023-09-19 09:27:21,,0 days 00:03:22,2023-09-19 09:30:43,,False,,2026,4.3741016,52.010824,4.363129,52.0123966
224,44763122,1435362497,2023-09-19 09:27:24,,0 days 00:05:27,2023-09-19 09:32:51,,False,,3278,4.341,51.9921,4.3358403,52.0124519
225,582000012,1433962853,2023-09-19 09:27:24,,0 days 00:08:43,2023-09-19 09:36:07,,False,,5235,4.3606443,52.0163873,4.3727725,51.9818701
226,44814387,44795688,2023-09-19 09:27:29,,0 days 00:04:57,2023-09-19 09:32:26,,False,,2974,4.3617733,52.0038708,4.3766518,51.999313
227,1512025447,1569646491,2023-09-19 09:27:36,,0 days 00:05:07,2023-09-19 09:32:43,,False,,3071,4.3705445,51.9792168,4.3547291,52.0012286
228,1402667974,44779743,2023-09-19 09:27:39,,0 days 00:06:01,2023-09-19 09:33:40,,False,,3613,4.3821194,51.9948701,4.34237,51.9957755
229,1510592095,44831422,2023-09-19 09:27:48,,0 days 00:05:11,2023-09-19 09:32:59,,False,,3119,4.3444247,51.9874112,4.3545402,52.0073719
230,1448535743,3377240340,2023-09-19 09:28:23,,0 days 00:05:22,2023-09-19 09:33:45,,False,,3226,4.3388419,51.9798388,4.3539435,52.0009278
231,1608998178,44875062,2023-09-19 09:28:28,,0 days 00:09:07,2023-09-19 09:37:35,,False,,5473,4.3362833,51.9859153,4.3662669,52.0176814
232,1608998292,5750227868,2023-09-19 09:28:37,,0 days 00:06:29,2023-09-19 09:35:06,,False,,3898,4.3361518,51.9883498,4.3673488,52.006114
233,1608998282,3377240345,2023-09-19 09:28:47,,0 days 00:04:06,2023-09-19 09:32:53,,False,,2469,4.336735,51.9882908,4.3541882,52.0010144
234,1530303685,1668136724,2023-09-19 09:28:58,,0 days 00:09:51,2023-09-19 09:38:49,,False,,5913,4.360834,52.0128522,4.3513335,51.9794641
235,5264539952,44854736,2023-09-19 09:29:01,,0 days 00:03:42,2023-09-19 09:32:43,,False,,2225,4.3405306,51.997689,4.3479227,52.0125323
236,4846026465,44772101,2023-09-19 09:29:22,,0 days 00:04:46,2023-09-19 09:34:08,,False,,2860,4.3509416,52.0154585,4.3520649,51.9940494
237,4261101335,44844496,2023-09-19 09:29:48,,0 days 00:03:53,2023-09-19 09:33:41,,False,,2331,4.355615,52.0078685,4.3375774,52.0101947
238,44740937,4017942937,2023-09-19 09:29:50,,0 days 00:07:11,2023-09-19 09:37:01,,False,,4314,4.3628847,51.9873248,4.3564326,52.0170201
239,5327428574,44763561,2023-09-19 09:30:09,,0 days 00:04:52,2023-09-19 09:35:01,,False,,2922,4.3817088,51.9995676,4.3544811,51.9922428
240,44842366,44865758,2023-09-19 09:30:13,,0 days 00:04:39,2023-09-19 09:34:52,,False,,2799,4.347924,52.0097153,4.3650403,52.0153602
241,1518087739,1421472390,2023-09-19 09:30:14,,0 days 00:04:25,2023-09-19 09:34:39,,False,,2656,4.340442,51.9807103,4.3543073,51.9944339
242,8367860556,1571088513,2023-09-19 09:30:30,,0 days 00:06:26,2023-09-19 09:36:56,,False,,3860,4.3764267,52.0092878,4.3486618,51.9949395
243,7003131561,1530303716,2023-09-19 09:30:36,,0 days 00:04:34,2023-09-19 09:35:10,,False,,2748,4.3435926,52.0045925,4.3573841,52.0144589
244,1679761050,44860334,2023-09-19 09:30:38,,0 days 00:06:53,2023-09-19 09:37:31,,False,,4131,4.3492945,51.9884087,4.3525939,52.0139121
245,1501364225,559635307,2023-09-19 09:30:44,,0 days 00:10:03,2023-09-19 09:40:47,,False,,6032,4.362211,52.0275607,4.342461,52.0017803
246,44715429,44759018,2023-09-19 09:30:46,,0 days 00:06:16,2023-09-19 09:37:02,,False,,3764,4.3614593,51.9819981,4.3478,51.9912
247,44768467,1569646643,2023-09-19 09:30:49,,0 days 00:04:42,2023-09-19 09:35:31,,False,,2826,4.3370946,51.9932143,4.3614027,52.0016495
248,44840025,1413911096,2023-09-19 09:30:50,,0 days 00:04:15,2023-09-19 09:35:05,,False,,2556,4.3719752,52.0090731,4.3481034,52.0144122
249,44729070,3995048391,2023-09-19 09:31:01,,0 days 00:07:43,2023-09-19 09:38:44,,False,,4634,4.3631394,51.9847958,4.3450254,52.0154906
250,44718819,44814383,2023-09-19 09:31:03,,0 days 00:05:18,2023-09-19 09:36:21,,False,,3181,4.3394558,51.9827359,4.3522139,52.0039774
251,1576632846,1448535764,2023-09-19 09:31:10,,0 days 00:04:15,2023-09-19 09:35:25,,False,,2556,4.3497449,51.9983537,4.338174,51.9814431
252,626091907,1608998316,2023-09-19 09:31:15,,0 days 00:03:22,2023-09-19 09:34:37,,False,,2028,4.3549621,51.9972814,4.3355198,51.9887491
253,1413911113,44841565,2023-09-19 09:31:22,,0 days 00:04:01,2023-09-19 09:35:23,,False,,2416,4.3665183,52.014952,4.3491702,52.0095679
254,1371031431,7003131563,2023-09-19 09:31:48,,0 days 00:03:54,2023-09-19 09:35:42,,False,,2346,4.3549388,52.017624,4.3426935,52.0053058
255,1510592095,44814387,2023-09-19 09:31:51,,0 days 00:05:22,2023-09-19 09:37:13,,False,,3223,4.3444247,51.9874112,4.3617733,52.0038708
256,7098470106,5171908140,2023-09-19 09:32:07,,0 days 00:07:22,2023-09-19 09:39:29,,False,,4427,4.369788,51.9872178,4.3525968,52.0180092
257,4244384215,5124502146,2023-09-19 09:32:14,,0 days 00:03:34,2023-09-19 09:35:48,,False,,2144,4.3606172,52.0057698,4.3441569,52.0048548
258,1448535876,1620840079,2023-09-19 09:32:14,,0 days 00:03:51,2023-09-19 09:36:05,,False,,2315,4.3446884,51.9877641,4.35525,52.0006638
259,3452839332,44812870,2023-09-19 09:32:19,,0 days 00:03:28,2023-09-19 09:35:47,,False,,2086,4.3452369,51.996415,4.3620432,52.0033037
260,4249122117,1608998234,2023-09-19 09:32:20,,0 days 00:07:17,2023-09-19 09:39:37,,False,,4377,4.3799325,51.9890633,4.3442203,51.9873786
261,260125197,44713428,2023-09-19 09:32:20,,0 days 00:08:10,2023-09-19 09:40:30,,False,,4902,4.3661059,52.0025738,4.3400387,51.9817347
262,44869235,44861085,2023-09-19 09:32:31,,0 days 00:04:22,2023-09-19 09:36:53,,False,,2620,4.3709641,52.0161739,4.3413581,52.0141005
263,1519889961,1448535927,2023-09-19 09:32:32,,0 days 00:07:50,2023-09-19 09:40:22,,False,,4708,4.3411036,51.982942,4.3514414,52.0179644
264,1413910876,629532196,2023-09-19 09:32:40,,0 days 00:04:32,2023-09-19 09:37:12,,False,,2729,4.3426754,52.0016524,4.3716616,52.0073842
265,1402613311,1435362499,2023-09-19 09:32:45,,0 days 00:10:28,2023-09-19 09:43:13,,False,,6283,4.3624286,52.02756,4.3384224,52.0125123
266,44859966,44834678,2023-09-19 09:32:54,,0 days 00:04:42,2023-09-19 09:37:36,,False,,2825,4.3536803,52.0138214,4.3729984,52.0080428
267,1391417267,44763124,2023-09-19 09:32:54,,0 days 00:04:45,2023-09-19 09:37:39,,False,,2858,4.3570339,52.010082,4.3429596,51.9922095
268,244183903,385474972,2023-09-19 09:33:03,,0 days 00:03:54,2023-09-19 09:36:57,,False,,2345,4.3671461,52.0014787,4.3599227,52.0018693
269,44801590,44873232,2023-09-19 09:33:16,,0 days 00:03:55,2023-09-19 09:37:11,,False,,2357,4.3649966,52.0007895,4.3649004,52.0171404
270,44872126,4159110115,2023-09-19 09:33:19,,0 days 00:03:31,2023-09-19 09:36:50,,False,,2116,4.3466103,52.0168247,4.3554528,52.002779
271,5617652442,44862215,2023-09-19 09:33:29,,0 days 00:06:42,2023-09-19 09:40:11,,False,,4020,4.3817117,52.0016895,4.345082,52.014441
272,2177111543,44735538,2023-09-19 09:33:35,,0 days 00:07:51,2023-09-19 09:41:26,,False,,4712,4.3723265,51.9990201,4.3654169,51.9861337
273,4798458420,5172033909,2023-09-19 09:33:41,,0 days 00:07:16,2023-09-19 09:40:57,,False,,4367,4.3294595,52.0069047,4.3683283,52.0069599
274,44822080,643586567,2023-09-19 09:33:46,,0 days 00:04:22,2023-09-19 09:38:08,,False,,2621,4.3615194,52.0055203,4.3437738,51.9997805
275,5750227861,44873992,2023-09-19 09:33:50,,0 days 00:03:46,2023-09-19 09:37:36,,False,,2260,4.3672255,52.0061554,4.3565356,52.0172936
276,44841581,44848876,2023-09-19 09:33:52,,0 days 00:05:07,2023-09-19 09:38:59,,False,,3079,4.3695588,52.0095727,4.3445325,52.0112493
277,6960779679,2599554574,2023-09-19 09:34:18,,0 days 00:10:00,2023-09-19 09:44:18,,False,,6001,4.3569346,51.9803148,4.3559854,52.0170664
278,44814387,44851133,2023-09-19 09:34:26,,0 days 00:04:02,2023-09-19 09:38:28,,False,,2429,4.3617733,52.0038708,4.3474167,52.0118586
279,3669167311,44819251,2023-09-19 09:34:30,,0 days 00:05:16,2023-09-19 09:39:46,,False,,3166,4.3646858,52.01671,4.3481819,52.0054461
280,630748806,1571090443,2023-09-19 09:34:30,,0 days 00:04:03,2023-09-19 09:38:33,,False,,2435,4.3481316,52.014368,4.3502845,51.9964547
281,1402734511,44814679,2023-09-19 09:34:31,,0 days 00:06:19,2023-09-19 09:40:50,,False,,3795,4.3662669,51.986333,4.3794705,52.0040267
282,1608998291,44842366,2023-09-19 09:34:41,,0 days 00:05:24,2023-09-19 09:40:05,,False,,3242,4.3407864,51.9883097,4.347924,52.0097153
283,44786382,44865755,2023-09-19 09:34:44,,0 days 00:06:35,2023-09-19 09:41:19,,False,,3958,4.385298,51.9971489,4.3533119,52.0153637
284,1570983366,568743900,2023-09-19 09:34:46,,0 days 00:07:21,2023-09-19 09:42:07,,False,,4414,4.3650207,51.9833412,4.339538,52.0053979
285,44863714,1391417359,2023-09-19 09:34:47,,0 days 00:03:41,2023-09-19 09:38:28,,False,,2214,4.333342,52.0147919,4.3565417,52.0130334
286,1435362510,44814944,2023-09-19 09:34:48,,0 days 00:07:36,2023-09-19 09:42:24,,False,,4565,4.333561,52.0128152,4.3798817,52.0041352
287,1530303653,44827059,2023-09-19 09:34:51,,0 days 00:03:30,2023-09-19 09:38:21,,False,,2107,4.3646569,52.0117988,4.3515676,52.0064806
288,626009978,1608998226,2023-09-19 09:35:00,,0 days 00:03:34,2023-09-19 09:38:34,,False,,2144,4.3547365,51.9968492,4.3386818,51.9872519
289,1402771602,44796944,2023-09-19 09:35:04,,0 days 00:05:01,2023-09-19 09:40:05,,False,,3019,4.3350754,51.984856,4.3496479,51.99956
290,2106976223,44774832,2023-09-19 09:35:07,,0 days 00:05:21,2023-09-19 09:40:28,,False,,3216,4.3664876,52.0022156,4.360397,51.9946118
291,44744586,2599554574,2023-09-19 09:35:08,,0 days 00:07:23,2023-09-19 09:42:31,,False,,4439,4.3493935,51.9881983,4.3559854,52.0170664
292,44738225,1436427106,2023-09-19 09:35:14,,0 days 00:07:52,2023-09-19 09:43:06,,False,,4728,4.3536923,51.9867165,4.3338836,52.0095838
293,3995043892,1569646643,2023-09-19 09:35:19,,0 days 00:04:05,2023-09-19 09:39:24,,False,,2451,4.3464341,52.0150589,4.3614027,52.0016495
294,1679761090,5235337217,2023-09-19 09:35:31,,0 days 00:04:28,2023-09-19 09:39:59,,False,,2684,4.3434656,51.9904185,4.3596729,52.0006802
295,1402734822,4486831034,2023-09-19 09:35:34,,0 days 00:05:30,2023-09-19 09:41:04,,False,,3302,4.3589194,51.9893131,4.3741968,52.0061882
296,5124546103,44774810,2023-09-19 09:35:45,,0 days 00:04:18,2023-09-19 09:40:03,,False,,2588,4.3557804,52.0095063,4.3441291,51.9945825
297,1435362533,44830130,2023-09-19 09:35:46,,0 days 00:03:48,2023-09-19 09:39:34,,False,,2280,4.3344134,52.0145469,4.353749,52.0070038
298,44777528,1371031395,2023-09-19 09:35:50,,0 days 00:05:30,2023-09-19 09:41:20,,False,,3300,4.3458931,51.9952259,4.3532944,52.0174774
299,44791815,44839603,2023-09-19 09:35:52,,0 days 00:06:40,2023-09-19 09:42:32,,False,,4001,4.3789264,51.9985341,4.3464906,52.0090658
300,44739609,1433962992,2023-09-19 09:36:00,,0 days 00:07:02,2023-09-19 09:43:02,,False,,4226,4.3558016,51.9870386,4.3733593,51.9915604
301,44783329,1391417256,2023-09-19 09:36:08,,0 days 00:04:06,2023-09-19 09:40:14,,False,,2460,4.3421259,51.9965676,4.3571324,52.0099448
302,44882305,44847929,2023-09-19 09:36:30,,0 days 00:03:41,2023-09-19 09:40:11,,False,,2219,4.3593,52.0195,4.3492019,52.0110877
303,44820005,44848468,2023-09-19 09:36:32,,0 days 00:05:43,2023-09-19 09:42:15,,False,,3435,4.3455543,52.0050827,4.3703591,52.0111269
304,4502921354,1402771630,2023-09-19 09:36:39,,0 days 00:08:18,2023-09-19 09:44:57,,False,,4988,4.3728841,51.9982076,4.3441946,51.9858951
305,1435362510,44715429,2023-09-19 09:36:40,,0 days 00:09:07,2023-09-19 09:45:47,,False,,5470,4.333561,52.0128152,4.3614593,51.9819981
306,1410536974,44825826,2023-09-19 09:36:42,,0 days 00:05:16,2023-09-19 09:41:58,,False,,3164,4.3811635,52.0065637,4.3460409,52.0062922
307,5172677175,3581094493,2023-09-19 09:36:51,,0 days 00:05:56,2023-09-19 09:42:47,,False,,3564,4.3457826,51.9815622,4.3556705,52.0053338
308,44804961,1519889798,2023-09-19 09:37:09,,0 days 00:06:06,2023-09-19 09:43:15,,False,,3661,4.3497,52.0015,4.3631085,51.9806385
309,1448535874,1015968758,2023-09-19 09:37:17,,0 days 00:05:12,2023-09-19 09:42:29,,False,,3128,4.3444485,51.9877294,4.3433494,52.0057141
310,3995048391,626009950,2023-09-19 09:37:18,,0 days 00:04:09,2023-09-19 09:41:27,,False,,2493,4.3450254,52.0154906,4.3545942,51.997106
311,44794038,565046992,2023-09-19 09:37:31,,0 days 00:05:49,2023-09-19 09:43:20,,False,,3495,4.3662103,51.9989851,4.3411413,52.0025639
312,1435362354,1830058806,2023-09-19 09:37:31,,0 days 00:07:26,2023-09-19 09:44:57,,False,,4464,4.3389648,52.0068958,4.341082,51.9834591
313,44862215,1563023373,2023-09-19 09:37:32,,0 days 00:07:13,2023-09-19 09:44:45,,False,,4333,4.345082,52.014441,4.3417401,51.9823646
314,44715984,44818486,2023-09-19 09:37:51,,0 days 00:06:10,2023-09-19 09:44:01,,False,,3702,4.3583359,51.9821965,4.3501366,52.004836
315,44732927,44804961,2023-09-19 09:37:52,,0 days 00:04:48,2023-09-19 09:42:40,,False,,2889,4.3613547,51.9856032,4.3497,52.0015
316,44705690,44860334,2023-09-19 09:37:59,,0 days 00:08:07,2023-09-19 09:46:06,,False,,4875,4.3420479,51.9799508,4.3525939,52.0139121
317,1515808670,4349049083,2023-09-19 09:38:00,,0 days 00:03:39,2023-09-19 09:41:39,,False,,2190,4.3637103,51.9867891,4.3524508,52.0027909
318,44840841,1402734947,2023-09-19 09:38:06,,0 days 00:04:45,2023-09-19 09:42:51,,False,,2852,4.3528278,52.0093432,4.3678612,51.9909916
319,1435362534,3452839333,2023-09-19 09:38:16,,0 days 00:04:36,2023-09-19 09:42:52,,False,,2766,4.3328622,52.0145587,4.3447043,51.9964707
320,1679761090,1391531780,2023-09-19 09:38:20,,0 days 00:06:36,2023-09-19 09:44:56,,False,,3960,4.3434656,51.9904185,4.3623604,52.0126325
321,44739609,44832713,2023-09-19 09:38:32,,0 days 00:05:01,2023-09-19 09:43:33,,False,,3013,4.3558016,51.9870386,4.3525809,52.0075627
322,1435362503,44777528,2023-09-19 09:38:37,,0 days 00:04:45,2023-09-19 09:43:22,,False,,2856,4.3356314,52.012808,4.3458931,51.9952259
323,44791366,643586572,2023-09-19 09:38:39,,0 days 00:06:38,2023-09-19 09:45:17,,False,,3988,4.3772305,51.9984579,4.3450106,51.9965326
324,2323108138,1433962926,2023-09-19 09:38:54,,0 days 00:07:41,2023-09-19 09:46:35,,False,,4613,4.3519781,52.0164762,4.370106,51.9866257
325,44720716,2173265542,2023-09-19 09:38:56,,0 days 00:08:01,2023-09-19 09:46:57,,False,,4816,4.3571,51.9831,4.3691818,52.005382
326,44790947,2323108182,2023-09-19 09:39:08,,0 days 00:04:19,2023-09-19 09:43:27,,False,,2590,4.3585288,51.9983956,4.3520018,52.0167672
327,1402734779,44812602,2023-09-19 09:39:14,,0 days 00:03:55,2023-09-19 09:43:09,,False,,2359,4.3609541,51.9890571,4.3586569,52.0032662
328,1571087552,44891906,2023-09-19 09:39:25,,0 days 00:07:13,2023-09-19 09:46:38,,False,,4334,4.3625487,51.9881378,4.3526277,52.0218382
329,44814387,44891906,2023-09-19 09:39:33,,0 days 00:05:15,2023-09-19 09:44:48,,False,,3150,4.3617733,52.0038708,4.3526277,52.0218382
330,44866496,44774822,2023-09-19 09:39:41,,0 days 00:05:07,2023-09-19 09:44:48,,False,,3077,4.3425834,52.0156057,4.3462637,51.994676
331,479575357,3377240348,2023-09-19 09:39:47,,0 days 00:04:19,2023-09-19 09:44:06,,False,,2598,4.3628655,52.0139244,4.3544478,52.0011534
332,1679761088,44839603,2023-09-19 09:39:49,,0 days 00:04:49,2023-09-19 09:44:38,,False,,2897,4.3496657,51.99026,4.3464906,52.0090658
333,1448535917,44855162,2023-09-19 09:39:56,,0 days 00:05:04,2023-09-19 09:45:00,,False,,3049,4.3547776,51.9994741,4.3799019,52.0121506
334,3669180600,44823290,2023-09-19 09:40:02,,0 days 00:04:51,2023-09-19 09:44:53,,False,,2915,4.3617736,52.0191899,4.3478537,52.0057236
335,44827063,265090298,2023-09-19 09:40:03,,0 days 00:04:23,2023-09-19 09:44:26,,False,,2634,4.3553708,52.0065312,4.3436991,52.0074519
336,44825826,4486831034,2023-09-19 09:40:03,,0 days 00:04:39,2023-09-19 09:44:42,,False,,2791,4.3460409,52.0062922,4.3741968,52.0061882
337,44820007,1566353972,2023-09-19 09:40:05,,0 days 00:06:09,2023-09-19 09:46:14,,False,,3698,4.3459453,52.0050847,4.347096,51.9829662
338,2296738292,44835823,2023-09-19 09:40:06,,0 days 00:05:24,2023-09-19 09:45:30,,False,,3246,4.3468613,51.9972069,4.3746998,52.0082349
339,4968645019,5171875765,2023-09-19 09:40:09,,0 days 00:05:39,2023-09-19 09:45:48,,False,,3397,4.3398996,51.9963935,4.3733667,52.0059639
340,1519890000,44796944,2023-09-19 09:40:18,,0 days 00:04:50,2023-09-19 09:45:08,,False,,2907,4.3438492,51.9832437,4.3496479,51.99956
341,2162745213,44826459,2023-09-19 09:40:18,,0 days 00:04:00,2023-09-19 09:44:18,,False,,2406,4.3632475,52.0047395,4.3503437,52.0063479
342,5509265887,1576740176,2023-09-19 09:40:19,,0 days 00:03:21,2023-09-19 09:43:40,,False,,2015,4.3566218,52.0158202,4.3478513,52.0065637
343,2381861262,44823653,2023-09-19 09:40:25,,0 days 00:06:54,2023-09-19 09:47:19,,False,,4147,4.367079,51.9853416,4.3791733,52.0058494
344,4474353182,7399789770,2023-09-19 09:40:37,,0 days 00:04:25,2023-09-19 09:45:02,,False,,2653,4.3437769,51.9856583,4.3489474,52.0059179
345,1391531777,3581094493,2023-09-19 09:40:41,,0 days 00:04:00,2023-09-19 09:44:41,,False,,2402,4.3624912,52.0125818,4.3556705,52.0053338
346,44835248,1552650415,2023-09-19 09:40:48,,0 days 00:05:29,2023-09-19 09:46:17,,False,,3295,4.3321263,52.0081237,4.3379508,51.9994285
347,5052031931,4986579667,2023-09-19 09:40:50,,0 days 00:09:48,2023-09-19 09:50:38,,False,,5884,4.3713285,51.9843526,4.3273477,52.0083629
348,1668136752,1413910876,2023-09-19 09:40:55,,0 days 00:05:18,2023-09-19 09:46:13,,False,,3181,4.3560756,51.9850616,4.3426754,52.0016524
349,44785116,4986579678,2023-09-19 09:41:02,,0 days 00:09:56,2023-09-19 09:50:58,,False,,5968,4.3822571,51.9967346,4.3286586,52.0076612
350,30016728,4266791030,2023-09-19 09:41:04,,0 days 00:07:15,2023-09-19 09:48:19,,False,,4358,4.3614265,51.9834455,4.3442737,52.0134786
351,44829651,620833182,2023-09-19 09:41:06,,0 days 00:04:25,2023-09-19 09:45:31,,False,,2651,4.3526439,52.006946,4.3663137,52.0148763
352,1608998265,4715765487,2023-09-19 09:41:07,,0 days 00:06:12,2023-09-19 09:47:19,,False,,3729,4.3346301,51.9877824,4.3420614,52.005605
